68	95	174	2
99	123	218	1
95	146	229	1
111	152	215	2
84	122	221	2
98	125	216	1
111	135	206	2
80	139	173	2
96	123	195	1
119	142	234	2
69	102	156	2
80	118	225	1
92	112	208	1
83	110	204	2
123	155	214	2
114	136	209	2
78	105	191	2
41	54	98	2
88	123	227	2
102	151	180	2
84	145	172	2
96	124	206	1
71	135	158	3
79	114	208	1
84	138	184	2
75	112	162	2
100	148	199	2
87	111	217	2
84	116	229	2
69	119	143	3
117	145	225	2
42	55	97	2
82	117	225	1
106	136	206	2
96	142	239	1
99	126	216	1
46	85	103	2
55	88	167	1
89	150	179	2
80	118	235	1
122	140	220	2
100	127	223	1
44	77	114	2
26	92	104	3
87	135	225	1
85	108	197	2
96	122	215	1
80	118	232	1
71	97	162	2
70	104	155	2
103	143	200	2
68	102	209	2
103	135	202	2
93	128	191	2
81	122	212	1
104	136	220	2
90	121	188	1
98	122	220	1
100	126	221	1
105	126	221	1
90	115	194	1
105	134	211	2
93	115	202	1
99	117	219	1
76	111	189	2
103	137	213	2
84	119	211	2
127	158	218	2
77	116	232	1
86	124	231	2
98	143	197	2
110	136	207	2
82	117	225	1
73	111	205	2
105	149	207	2
94	113	209	1
47	88	108	2
75	120	238	1
89	115	205	2
85	129	239	2
102	125	228	1
107	130	215	2
78	114	216	1
66	110	212	1
94	128	206	2
86	121	231	1
104	133	221	2
70	124	195	2
97	129	211	2
101	148	202	2
90	120	202	2
114	148	217	2
86	110	214	2
71	128	206	2
44	81	116	2
102	126	217	1
83	128	184	2
99	118	225	1
91	119	191	1
97	125	210	1
82	117	167	2
107	134	227	2
73	117	215	1
81	117	231	1
102	134	206	2
91	136	236	1
97	116	222	1
91	122	196	2
55	122	134	3
85	112	204	2
78	114	229	1
71	124	164	2
70	106	202	2
92	122	189	2
48	87	126	2
90	123	232	1
93	122	198	2
106	134	214	2
90	124	190	2
94	130	231	2
94	136	244	1
86	118	191	1
111	134	219	2
43	80	98	2
71	124	198	1
80	126	216	1
89	148	178	2
94	127	211	1
80	136	226	1
91	135	195	2
86	121	164	1
88	116	206	2
73	110	206	2
74	118	168	3
67	104	209	1
93	126	185	1
83	130	188	2
66	117	182	2
79	126	222	1
64	102	200	1
49	61	110	2
84	133	187	2
41	55	99	2
76	110	186	2
109	141	232	2
97	123	209	1
97	121	214	1
95	126	209	1
67	102	202	1
67	102	208	2
92	121	201	2
79	127	230	1
57	102	137	2
106	135	205	2
95	124	205	2
87	110	200	2
100	128	204	1
104	149	206	2
93	128	192	2
98	116	223	1
90	121	198	2
81	134	225	1
92	124	192	2
61	96	200	2
79	122	238	2
104	139	243	1
93	131	201	2
99	133	189	2
45	57	106	2
81	116	222	1
88	145	173	2
94	114	210	1
91	114	199	1
94	137	236	1
100	133	214	2
93	124	190	1
86	130	189	2
87	124	160	1
88	125	201	2
83	106	211	2
98	141	196	2
93	146	232	1
68	124	195	2
102	141	200	2
88	148	178	2
64	100	125	3
77	110	166	2
95	144	240	1
90	119	203	2
86	112	197	2
86	118	186	1
100	118	218	1
108	151	208	2
81	140	172	2
91	115	204	2
102	152	182	2
99	144	194	2
76	112	161	2
91	115	208	2
66	93	175	2
99	130	210	2
102	120	227	1
96	149	193	2
37	102	116	3
63	119	204	2
93	124	204	2
68	99	143	2
101	136	236	2
76	123	221	1
87	123	194	2
88	126	237	1
102	152	184	2
65	92	174	2
87	115	207	2
84	137	226	1
63	116	183	2
105	130	219	1
97	121	221	1
84	110	207	2
59	90	177	1
83	108	210	2
97	145	193	2
92	125	192	2
73	127	208	2
58	85	163	2
92	108	216	1
80	132	218	1
80	118	157	1
87	118	191	1
79	124	178	2
80	128	231	1
95	121	194	2
82	129	220	1
99	132	203	2
78	117	209	1
81	141	213	1
93	124	190	2
110	132	218	2
83	107	209	2
63	101	200	1
95	122	216	1
97	151	180	2
100	131	195	2
95	131	192	2
97	137	243	1
105	139	219	2
96	127	191	2
87	110	216	2
74	118	234	1
102	135	204	2
104	142	200	2
97	114	216	1
77	109	186	2
83	114	167	2
62	94	139	2
106	135	242	2
70	105	158	2
110	134	226	1
89	120	199	1
98	142	192	2
89	118	205	2
111	152	212	2
98	127	197	1
80	116	192	2
65	102	153	3
79	105	191	2
88	139	192	2
40	51	104	2
98	121	226	1
114	147	225	1
100	122	221	1
35	70	89	2
79	112	220	2
82	131	176	3
87	114	207	2
83	137	244	2
84	109	198	2
68	110	159	3
69	101	153	2
69	103	176	2
85	111	207	2
90	119	203	2
39	102	112	3
101	118	226	1
95	126	191	2
46	93	116	2
91	151	182	2
85	120	177	2
86	132	188	2
108	137	222	2
87	113	210	2
71	126	210	2
89	142	220	1
91	109	210	1
84	107	211	2
92	124	191	1
80	119	241	2
20	83	94	3
92	120	210	1
92	149	177	2
85	109	200	2
92	115	197	1
94	126	197	2
86	109	211	2
114	136	220	2
57	90	166	1
82	108	208	2
82	121	224	2
107	134	224	2
99	149	180	2
